,Unnamed: 0,question,masked_question,masked_question_toks,query,schema_toks,tables,columns,sql_keywords,join_involved,keywords_pred,accuracy_on_target,accuracy_on_prediction
7068,7068,"What type of pet is the youngest animal, and how much does it weigh?","What [MASK] of [MASK] is the youngest animal, and how much does it [MASK]","['What', '[MASK]', 'of', '[MASK]', 'is', 'the', 'youngest', 'animal,', 'and', 'how', 'much', 'does', 'it', '[MASK]']","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","['pets', 'pettype', 'pet_age', 'weight']","[('pets', '')]","['pettype', 'pet_age', 'weight']","select,limit,order,from",False,"['asc', 'limit', 'order']",1.0,0.6666666666666666
6266,6266,Find the name of the ships that are steered by both a captain with Midshipman rank and a captain with Lieutenant rank.,Find the [MASK] of the [MASK] that are steered by both a [MASK] with [MASK] [MASK] and a [MASK] with Lieutenant [MASK],"['Find', 'the', '[MASK]', 'of', 'the', '[MASK]', 'that', 'are', 'steered', 'by', 'both', 'a', '[MASK]', 'with', '[MASK]', '[MASK]', 'and', 'a', '[MASK]', 'with', 'Lieutenant', '[MASK]']",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id  =  t2.ship_id WHERE t2.rank  =  'Midshipman' INTERSECT SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id  =  t2.ship_id WHERE t2.rank  =  'Lieutenant',"['captain', 'ship', 'ship_id', 'rank', 'name']","[('captain', 't2'), ('ship', 't1')]","['ship_id', 'rank', 'name']","intersect,as,join,from,select,where",True,"['where', 'intersect']",0.5,1.0
1227,1227,"Tell me the booking status code for the apartment with number ""Suite 634"".","Tell me the [MASK] [MASK] [MASK] for the [MASK] with [MASK] [MASK] 634"".","['Tell', 'me', 'the', '[MASK]', '[MASK]', '[MASK]', 'for', 'the', '[MASK]', 'with', '[MASK]', '[MASK]', '634"".']","SELECT T1.booking_status_code FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.apt_number  =  ""Suite 634""","['Apartments', 'Apartment_Bookings', 'Suite 634', 'apt_number', 'booking_status_code', 'apt_id']","[('Apartments', 'T2'), ('Apartment_Bookings', 'T1')]","['Suite 634', 'apt_number', 'booking_status_code', 'apt_id']","as,join,from,select,where",True,"['as', 'join', 'where']",1.0,1.0
5187,5187,"What are the names of all songs produced by the artist with the first name ""Marianne""?",What are the [MASK] of all [MASK] produced by the artist with the [MASK] [MASK] [MASK],"['What', 'are', 'the', '[MASK]', 'of', 'all', '[MASK]', 'produced', 'by', 'the', 'artist', 'with', 'the', '[MASK]', '[MASK]', '[MASK]']","SELECT T3.Title FROM Performance AS T1 JOIN Band AS T2 ON T1.bandmate  =  T2.id JOIN Songs AS T3 ON T3.SongId  =  T1.SongId WHERE T2.firstname  =  ""Marianne""","['Performance', 'Songs', 'Band', 'Marianne', 'bandmate', 'Title', 'firstname', 'SongId', 'id']","[('Performance', 'T1'), ('Songs', 'T3'), ('Band', 'T2')]","['Marianne', 'bandmate', 'Title', 'firstname', 'SongId', 'id']","as,join,from,select,where",True,"['as', 'join', 'where']",1.0,1.0
7391,7391,What is the hometown of the youngest teacher?,What is the [MASK] of the youngest [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'the', 'youngest', '[MASK]']",SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,"['teacher', 'Hometown', 'Age']","[('teacher', '')]","['Hometown', 'Age']","asc,limit,order,select,from",False,"['asc', 'limit', 'order']",1.0,1.0
1151,1151,List the total scores of body builders in ascending order.,List the [MASK] scores of [MASK] [MASK] in ascending order.,"['List', 'the', '[MASK]', 'scores', 'of', '[MASK]', '[MASK]', 'in', 'ascending', 'order.']",SELECT Total FROM body_builder ORDER BY Total ASC,"['body_builder', 'Total']","[('body_builder', '')]",['Total'],"select,asc,order,from",False,"['asc', 'order']",1.0,1.0
3727,3727,What is the name of each camera lens and the number of photos taken by it? Order the result by the count of photos.,What is the [MASK] of each [MASK] [MASK] and the number of [MASK] taken by it? Order the result by the count of [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'each', '[MASK]', '[MASK]', 'and', 'the', 'number', 'of', '[MASK]', 'taken', 'by', 'it?', 'Order', 'the', 'result', 'by', 'the', 'count', 'of', '[MASK]']","SELECT T1.name ,  count(*) FROM camera_lens AS T1 JOIN photos AS T2 ON T1.id  =  T2.camera_lens_id GROUP BY T1.id ORDER BY count(*)","['camera_lens', 'photos', 'camera_lens_id', 'id', 'name']","[('camera_lens', 'T1'), ('photos', 'T2')]","['camera_lens_id', 'id', 'name']","as,group,join,count,order,select,from",True,"['as', 'group', 'join', 'count']",0.8,1.0
5958,5958,Find the names of the tourist attractions that is either accessible by walk or at address 660 Shea Crescent.,Find the [MASK] of the [MASK] [MASK] that is [MASK] accessible by [MASK] or at [MASK] 660 [MASK] [MASK],"['Find', 'the', '[MASK]', 'of', 'the', '[MASK]', '[MASK]', 'that', 'is', '[MASK]', 'accessible', 'by', '[MASK]', 'or', 'at', '[MASK]', '660', '[MASK]', '[MASK]']","SELECT T2.Name FROM Locations AS T1 JOIN Tourist_Attractions AS T2 ON T1.Location_ID  =  T2.Location_ID WHERE T1.Address  =  ""660 Shea Crescent"" OR T2.How_to_Get_There  =  ""walk""","['Tourist_Attractions', 'Locations', 'walk', 'How_to_Get_There', 'Name', 'Location_ID', '660 Shea Crescent', 'Address']","[('Tourist_Attractions', 'T2'), ('Locations', 'T1')]","['walk', 'How_to_Get_There', 'Name', 'Location_ID', '660 Shea Crescent', 'Address']","as,join,from,or,select,where",True,"['as', 'join', 'or', 'where']",1.0,1.0
4030,4030,Find the last names of students studying in room 111.,Find the [MASK] [MASK] of [MASK] [MASK] in [MASK] 111.,"['Find', 'the', '[MASK]', '[MASK]', 'of', '[MASK]', '[MASK]', 'in', '[MASK]', '111.']",SELECT lastname FROM list WHERE classroom  =  111,"['list', 'classroom', 'lastname']","[('list', '')]","['classroom', 'lastname']","select,from,where",False,['where'],1.0,1.0
3934,3934,Find the number of rooms for different block code?,Find the number of [MASK] for different [MASK] [MASK],"['Find', 'the', 'number', 'of', '[MASK]', 'for', 'different', '[MASK]', '[MASK]']","SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode","['BLOCK', 'room', 'blockfloor', 'blockcode']","[('BLOCK', 'T1'), ('room', 'T2')]","['blockfloor', 'blockcode']","as,group,join,count,and,select,from",True,"['count', 'group']",0.4,1.0
7307,7307,How many documents are using the template with type code 'PPT'?,How many [MASK] are using the [MASK] with [MASK] [MASK] 'PPT'?,"['How', 'many', '[MASK]', 'are', 'using', 'the', '[MASK]', 'with', '[MASK]', '[MASK]', ""'PPT'?""]",SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',"['Documents', 'Templates', 'Template_Type_Code', 'Template_ID']","[('Documents', 'T1'), ('Templates', 'T2')]","['Template_Type_Code', 'Template_ID']","as,join,count,where,select,from",True,"['where', 'distinct', 'count']",0.5,0.6666666666666666
417,417,Show names for all aircraft with at least two flights.,Show [MASK] for all [MASK] with at least two [MASK],"['Show', '[MASK]', 'for', 'all', '[MASK]', 'with', 'at', 'least', 'two', '[MASK]']",SELECT T2.name FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid  =  T2.aid GROUP BY T1.aid HAVING count(*)  >= 2,"['Flight', 'Aircraft', 'aid', 'name']","[('Flight', 'T1'), ('Aircraft', 'T2')]","['aid', 'name']","as,group,join,count,having,select,from",True,"['as', 'group', 'join', 'count', 'having']",1.0,1.0
5062,5062,How many different software platforms are there for devices?,How many different [MASK] [MASK] are there for [MASK],"['How', 'many', 'different', '[MASK]', '[MASK]', 'are', 'there', 'for', '[MASK]']",SELECT count(DISTINCT Software_Platform) FROM device,"['device', 'Software_Platform']","[('device', '')]",['Software_Platform'],"distinct,select,count,from",False,"['distinct', 'count']",1.0,1.0
1242,1242,"Show the total number of rooms of the apartments in the building with short name ""Columbus Square"".",Show the total number of [MASK] of the [MASK] in the [MASK] with [MASK] [MASK] [MASK] [MASK],"['Show', 'the', 'total', 'number', 'of', '[MASK]', 'of', 'the', '[MASK]', 'in', 'the', '[MASK]', 'with', '[MASK]', '[MASK]', '[MASK]', '[MASK]']","SELECT sum(T2.room_count) FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id  =  T2.building_id WHERE T1.building_short_name  =  ""Columbus Square""","['Apartment_Buildings', 'Apartments', 'Columbus Square', 'building_id', 'building_short_name', 'room_count']","[('Apartment_Buildings', 'T1'), ('Apartments', 'T2')]","['Columbus Square', 'building_id', 'building_short_name', 'room_count']","as,join,sum,where,select,from",True,"['group', 'count']",0.0,0.0
5666,5666,What are the name and phone of the customer with the most ordered product quantity?,What are the [MASK] and [MASK] of the [MASK] with the most [MASK] product [MASK],"['What', 'are', 'the', '[MASK]', 'and', '[MASK]', 'of', 'the', '[MASK]', 'with', 'the', 'most', '[MASK]', 'product', '[MASK]']","SELECT  T1.customer_name ,  T1.customer_phone FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id JOIN order_items AS T3 ON T3.order_id  =  T2.order_id GROUP BY T1.customer_id ORDER BY sum(T3.order_quantity) DESC LIMIT 1","['customer_orders', 'order_items', 'customers', 'order_quantity', 'customer_name', 'customer_id', 'order_id', 'customer_phone']","[('customer_orders', 'T2'), ('order_items', 'T3'), ('customers', 'T1')]","['order_quantity', 'customer_name', 'customer_id', 'order_id', 'customer_phone']","as,group,join,limit,sum,order,select,desc,from",True,"['as', 'group', 'join', 'limit', 'count', 'order', 'desc']",0.8571428571428571,0.8571428571428571
1866,1866,Show teams that have suffered more than three eliminations.,Show [MASK] that have suffered more than three [MASK],"['Show', '[MASK]', 'that', 'have', 'suffered', 'more', 'than', 'three', '[MASK]']",SELECT Team FROM elimination GROUP BY Team HAVING COUNT(*)  >  3,"['elimination', 'Team']","[('elimination', '')]",['Team'],"group,count,having,select,from",False,"['as', 'group', 'join', 'count', 'having']",1.0,0.6
4253,4253,Give me the name of each club.,Give me the [MASK] of each [MASK],"['Give', 'me', 'the', '[MASK]', 'of', 'each', '[MASK]']",SELECT clubname FROM club,"['club', 'clubname']","[('club', '')]",['clubname'],"select,from",False,[],,
3166,3166,Give me the maximum low temperature and average precipitation at the Amersham station.,Give me the maximum [MASK] [MASK] and average [MASK] at the [MASK] [MASK],"['Give', 'me', 'the', 'maximum', '[MASK]', '[MASK]', 'and', 'average', '[MASK]', 'at', 'the', '[MASK]', '[MASK]']","SELECT max(t1.low_temperature) ,  avg(t1.precipitation) FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id WHERE t2.network_name  =  ""Amersham""","['station', 'weekly_weather', 'precipitation', 'station_id', 'id', 'Amersham', 'network_name', 'low_temperature']","[('station', 't2'), ('weekly_weather', 't1')]","['precipitation', 'station_id', 'id', 'Amersham', 'network_name', 'low_temperature']","where,as,join,avg,select,from,max",True,"['avg', 'max']",0.4,1.0
7423,7423,Find the name and age of the visitor who bought the most tickets at once.,Find the [MASK] and [MASK] [MASK] the [MASK] who bought the most [MASK] at once.,"['Find', 'the', '[MASK]', 'and', '[MASK]', '[MASK]', 'the', '[MASK]', 'who', 'bought', 'the', 'most', '[MASK]', 'at', 'once.']","SELECT t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id ORDER BY t2.num_of_ticket DESC LIMIT 1","['visitor', 'visit', 'num_of_ticket', 'visitor_id', 'name', 'id', 'age']","[('visitor', 't1'), ('visit', 't2')]","['num_of_ticket', 'visitor_id', 'name', 'id', 'age']","as,join,limit,order,select,desc,from",True,"['as', 'group', 'join', 'limit', 'count', 'order', 'desc']",1.0,0.7142857142857143
3663,3663,List players' first name and last name who have weight greater than 220 or height shorter than 75.,List [MASK] [MASK] [MASK] and [MASK] [MASK] who have [MASK] greater than 220 or [MASK] shorter than 75.,"['List', '[MASK]', '[MASK]', '[MASK]', 'and', '[MASK]', '[MASK]', 'who', 'have', '[MASK]', 'greater', 'than', '220', 'or', '[MASK]', 'shorter', 'than', '75.']","SELECT name_first ,  name_last FROM player WHERE weight  >  220 OR height  <  75","['player', 'height', 'weight', 'name_first', 'name_last']","[('player', '')]","['height', 'weight', 'name_first', 'name_last']","or,select,from,where",False,"['or', 'where']",1.0,1.0
3715,3715,What are the average prominence of the mountains in country 'Morocco'?,What are the average [MASK] of the [MASK] in [MASK] 'Morocco'?,"['What', 'are', 'the', 'average', '[MASK]', 'of', 'the', '[MASK]', 'in', '[MASK]', ""'Morocco'?""]",SELECT avg(prominence) FROM mountain WHERE country  =  'Morocco',"['mountain', 'country', 'prominence']","[('mountain', '')]","['country', 'prominence']","select,where,from,avg",False,['avg'],0.5,1.0
5858,5858,Show details of all investors if they make any transaction with share count greater than 100.,Show [MASK] of all [MASK] if they make any [MASK] with [MASK] [MASK] greater than 100.,"['Show', '[MASK]', 'of', 'all', '[MASK]', 'if', 'they', 'make', 'any', '[MASK]', 'with', '[MASK]', '[MASK]', 'greater', 'than', '100.']",SELECT T1.Investor_details FROM  INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id WHERE T2.share_count  >  100,"['INVESTORS', 'TRANSACTIONS', 'Investor_details', 'share_count', 'investor_id']","[('INVESTORS', 'T1'), ('TRANSACTIONS', 'T2')]","['Investor_details', 'share_count', 'investor_id']","as,join,from,select,where",True,"['or', 'where']",0.3333333333333333,0.5
7207,7207,How many flights depart from City Aberdeen?,How many [MASK] [MASK] from [MASK] [MASK],"['How', 'many', '[MASK]', '[MASK]', 'from', '[MASK]', '[MASK]']","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","['FLIGHTS', 'AIRPORTS', 'AirportCode', 'City', 'SourceAirport', 'Aberdeen']","[('FLIGHTS', 'T1'), ('AIRPORTS', 'T2')]","['AirportCode', 'City', 'SourceAirport', 'Aberdeen']","as,join,count,where,select,from",True,"['as', 'join', 'count', 'and', 'where']",1.0,0.8
5250,5250,How many songs have a shared vocal?,How many [MASK] have a [MASK] [MASK],"['How', 'many', '[MASK]', 'have', 'a', '[MASK]', '[MASK]']","SELECT count(DISTINCT title) FROM vocals AS T1 JOIN songs AS T2 ON T1.songid  =  T2.songid WHERE TYPE  =  ""shared""","['songs', 'vocals', 'songid', 'shared', 'title', 'TYPE']","[('songs', 'T2'), ('vocals', 'T1')]","['songid', 'shared', 'title', 'TYPE']","distinct,as,join,count,where,select,from",True,"['count', 'where']",0.4,1.0
1278,1278,What is the average attendance of stadiums with capacity percentage higher than 100%?,What is the [MASK] [MASK] of [MASK] with [MASK] [MASK] higher than 100%?,"['What', 'is', 'the', '[MASK]', '[MASK]', 'of', '[MASK]', 'with', '[MASK]', '[MASK]', 'higher', 'than', '100%?']",SELECT average_attendance FROM stadium WHERE capacity_percentage  >  100,"['stadium', 'capacity_percentage', 'average_attendance']","[('stadium', '')]","['capacity_percentage', 'average_attendance']","select,from,where",False,"['as', 'join', 'where']",1.0,0.3333333333333333
6333,6333,Count the number of cities in the state of Colorado.,[MASK] the number of [MASK] in the [MASK] of [MASK],"['[MASK]', 'the', 'number', 'of', '[MASK]', 'in', 'the', '[MASK]', 'of', '[MASK]']","SELECT count(*) FROM addresses WHERE state_province_county  =  ""Colorado""","['addresses', 'Colorado', 'state_province_county']","[('addresses', '')]","['Colorado', 'state_province_county']","select,count,from,where",False,['count'],0.5,1.0
2637,2637,How many rooms have not had any reservation yet?,How many [MASK] have not had any [MASK] yet?,"['How', 'many', '[MASK]', 'have', 'not', 'had', 'any', '[MASK]', 'yet?']",SELECT count(*) FROM rooms WHERE roomid NOT IN (SELECT DISTINCT room FROM reservations),"['reservations', 'rooms', 'room', 'roomid']","[('reservations', ''), ('rooms', '')]","['room', 'roomid']","distinct,where,in,count,not,select,from",False,"['where', 'in', 'count', 'not']",0.8,1.0
5522,5522,What are the names and buying prices of all the products?,What are the [MASK] and [MASK] [MASK] of all the [MASK],"['What', 'are', 'the', '[MASK]', 'and', '[MASK]', '[MASK]', 'of', 'all', 'the', '[MASK]']","SELECT product_name ,  typical_buying_price FROM products","['products', 'product_name', 'typical_buying_price']","[('products', '')]","['product_name', 'typical_buying_price']","select,from",False,[],,
4856,4856,What are the resident details containing the substring 'Miss'?,What are the [MASK] [MASK] containing the substring 'Miss'?,"['What', 'are', 'the', '[MASK]', '[MASK]', 'containing', 'the', 'substring', ""'Miss'?""]",SELECT other_details FROM Residents WHERE other_details LIKE '%Miss%',"['Residents', 'other_details']","[('Residents', '')]",['other_details'],"select,like,from,where",False,"['like', 'where']",1.0,1.0
3110,3110,What are the code and description of the most frequent behavior incident type?,What are the [MASK] and [MASK] of the most frequent [MASK] [MASK] [MASK],"['What', 'are', 'the', '[MASK]', 'and', '[MASK]', 'of', 'the', 'most', 'frequent', '[MASK]', '[MASK]', '[MASK]']","SELECT T1.incident_type_code ,  T2.incident_type_description FROM Behavior_Incident AS T1 JOIN Ref_Incident_Type AS T2 ON T1.incident_type_code  =  T2.incident_type_code GROUP BY T1.incident_type_code ORDER BY count(*) DESC LIMIT 1","['Ref_Incident_Type', 'Behavior_Incident', 'incident_type_description', 'incident_type_code']","[('Ref_Incident_Type', 'T2'), ('Behavior_Incident', 'T1')]","['incident_type_description', 'incident_type_code']","as,group,join,limit,count,order,select,desc,from",True,"['group', 'limit', 'count', 'order', 'desc']",0.7142857142857143,1.0
4338,4338,List the project details of the projects which did not hire any staff for a researcher role.,List the [MASK] [MASK] of the [MASK] which did not hire any [MASK] for a researcher [MASK],"['List', 'the', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', 'which', 'did', 'not', 'hire', 'any', '[MASK]', 'for', 'a', 'researcher', '[MASK]']",SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_Staff WHERE role_code  =  'researcher' ),"['Projects', 'Project_Staff', 'project_details', 'role_code', 'project_id']","[('Projects', ''), ('Project_Staff', '')]","['project_details', 'role_code', 'project_id']","where,in,not,select,from",False,"['where', 'in', 'not']",1.0,1.0
884,884,Find the birth dates corresponding to employees who live in the city of Edmonton.,Find the [MASK] [MASK] corresponding to [MASK] who live in the [MASK] of [MASK],"['Find', 'the', '[MASK]', '[MASK]', 'corresponding', 'to', '[MASK]', 'who', 'live', 'in', 'the', '[MASK]', 'of', '[MASK]']","SELECT BirthDate FROM EMPLOYEE WHERE City  =  ""Edmonton""","['EMPLOYEE', 'City', 'Edmonton', 'BirthDate']","[('EMPLOYEE', '')]","['City', 'Edmonton', 'BirthDate']","select,from,where",False,"['as', 'join', 'where', 'distinct']",1.0,0.25
7521,7521,How many degrees does the engineering department offer?,How many [MASK] does the engineering [MASK] offer?,"['How', 'many', '[MASK]', 'does', 'the', 'engineering', '[MASK]', 'offer?']",SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer',"['Departments', 'Degree_Programs', 'department_id', 'department_name']","[('Departments', 'T1'), ('Degree_Programs', 'T2')]","['department_id', 'department_name']","as,join,count,where,select,from",True,"['as', 'join', 'count', 'where']",1.0,1.0
620,620,How many milliseconds long is Fast As a Shark?,How many [MASK] long is [MASK] As a [MASK],"['How', 'many', '[MASK]', 'long', 'is', '[MASK]', 'As', 'a', '[MASK]']","SELECT milliseconds FROM tracks WHERE name = ""Fast As a Shark"";","['tracks', 'milliseconds', 'Fast As a Shark', 'name']","[('tracks', '')]","['milliseconds', 'Fast As a Shark', 'name']","select,as,from,where",False,[],,
6794,6794,Find the name of the activity that has the largest number of student participants.,Find the [MASK] of the [MASK] that has the largest number of [MASK] [MASK],"['Find', 'the', '[MASK]', 'of', 'the', '[MASK]', 'that', 'has', 'the', 'largest', 'number', 'of', '[MASK]', '[MASK]']",SELECT T1.activity_name FROM Activity AS T1 JOIN Participates_in AS T2 ON T1.actID  =  T2.actID GROUP BY T1.actID ORDER BY count(*) DESC LIMIT 1,"['Activity', 'Participates_in', 'actID', 'activity_name']","[('Activity', 'T1'), ('Participates_in', 'T2')]","['actID', 'activity_name']","as,group,join,limit,count,order,select,desc,from",True,"['group', 'limit', 'count', 'order', 'desc']",0.7142857142857143,1.0
7702,7702,What are the names of all the countries that became independent after 1950?,What are the [MASK] of all the [MASK] that became [MASK] after 1950?,"['What', 'are', 'the', '[MASK]', 'of', 'all', 'the', '[MASK]', 'that', 'became', '[MASK]', 'after', '1950?']",SELECT Name FROM country WHERE IndepYear  >  1950,"['country', 'Name', 'IndepYear']","[('country', '')]","['Name', 'IndepYear']","select,from,where",False,['where'],1.0,1.0
2551,2551,"What are the names of cities, as well as the names of the counties they correspond to?","What are the [MASK] of cities, as well as the [MASK] of the [MASK] they correspond to?","['What', 'are', 'the', '[MASK]', 'of', 'cities,', 'as', 'well', 'as', 'the', '[MASK]', 'of', 'the', '[MASK]', 'they', 'correspond', 'to?']","SELECT T1.Name ,  T2.Name FROM city AS T1 JOIN county_public_safety AS T2 ON T1.County_ID  =  T2.County_ID","['county_public_safety', 'city', 'Name', 'County_ID']","[('county_public_safety', 'T2'), ('city', 'T1')]","['Name', 'County_ID']","select,join,from,as",True,"['join', 'as']",1.0,1.0
2970,2970,How many languages are in these films?,How many [MASK] are in these [MASK],"['How', 'many', '[MASK]', 'are', 'in', 'these', '[MASK]']",SELECT count(DISTINCT language_id) FROM film,"['film', 'language_id']","[('film', '')]",['language_id'],"distinct,select,count,from",False,"['count', 'where']",0.5,0.5
2207,2207,"What are the drivers' first, last names and id who had more than 8 pit stops or participated in more than 5 race results?","What are the [MASK] first, last [MASK] and [MASK] who had more than 8 pit [MASK] or [MASK] in more than 5 race [MASK]","['What', 'are', 'the', '[MASK]', 'first,', 'last', '[MASK]', 'and', '[MASK]', 'who', 'had', 'more', 'than', '8', 'pit', '[MASK]', 'or', '[MASK]', 'in', 'more', 'than', '5', 'race', '[MASK]']","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","['results', 'drivers', 'pitstops', 'forename', 'driverid', 'surname']","[('results', 'T2'), ('drivers', 'T1'), ('pitstops', 'T2')]","['forename', 'driverid', 'surname']","as,group,union,join,count,having,select,from",True,"['as', 'group', 'join', 'count', 'having']",0.8333333333333334,1.0
3466,3466,What is all the job history info done by employees earning a salary greater than or equal to 12000?,What is all the [MASK] [MASK] info done by [MASK] earning a [MASK] greater than or equal to 12000?,"['What', 'is', 'all', 'the', '[MASK]', '[MASK]', 'info', 'done', 'by', '[MASK]', 'earning', 'a', '[MASK]', 'greater', 'than', 'or', 'equal', 'to', '12000?']",SELECT * FROM  job_history AS T1 JOIN employees AS T2 ON T1.employee_id  =  T2.employee_id WHERE T2.salary  >=  12000,"['employees', 'job_history', 'salary', 'employee_id']","[('employees', 'T2'), ('job_history', 'T1')]","['salary', 'employee_id']","as,join,from,select,where",True,['where'],0.3333333333333333,1.0
7026,7026,Which year has most number of concerts?,Which [MASK] has most number of [MASK],"['Which', '[MASK]', 'has', 'most', 'number', 'of', '[MASK]']",SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"['concert', 'YEAR']","[('concert', '')]",['YEAR'],"group,limit,count,order,select,desc,from",False,"['group', 'limit', 'count', 'order', 'desc']",1.0,1.0
537,537,A list of the top 5 countries by number of invoices. List country name and number of invoices.,A list of the top 5 [MASK] by number of [MASK] List [MASK] name and number of [MASK],"['A', 'list', 'of', 'the', 'top', '5', '[MASK]', 'by', 'number', 'of', '[MASK]', 'List', '[MASK]', 'name', 'and', 'number', 'of', '[MASK]']","SELECT billing_country ,  COUNT(*) FROM invoices GROUP BY billing_country ORDER BY count(*) DESC LIMIT 5;","['invoices', 'billing_country']","[('invoices', '')]",['billing_country'],"group,limit,count,order,select,desc,from",False,"['limit', 'order', 'desc']",0.6,1.0
3767,3767,Which program is broadcast most frequently? Give me the program name.,Which [MASK] is [MASK] most frequently? Give me the [MASK] [MASK],"['Which', '[MASK]', 'is', '[MASK]', 'most', 'frequently?', 'Give', 'me', 'the', '[MASK]', '[MASK]']",SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id  =  t2.program_id GROUP BY t2.program_id ORDER BY count(*) DESC LIMIT 1,"['program', 'broadcast', 'program_id', 'name']","[('program', 't1'), ('broadcast', 't2')]","['program_id', 'name']","as,group,join,limit,count,order,select,desc,from",True,"['as', 'group', 'join', 'limit', 'count', 'order', 'desc']",1.0,1.0
2288,2288,How many entrepreneurs correspond to each investor?,How many [MASK] correspond to each [MASK],"['How', 'many', '[MASK]', 'correspond', 'to', 'each', '[MASK]']","SELECT Investor ,  COUNT(*) FROM entrepreneur GROUP BY Investor","['entrepreneur', 'Investor']","[('entrepreneur', '')]",['Investor'],"select,count,from,group",False,"['count', 'group']",1.0,1.0
13,13,List the states where both the secretary of 'Treasury' department and the secretary of 'Homeland Security' were born.,List the [MASK] where both the secretary of 'Treasury' [MASK] and the secretary of 'Homeland Security' were [MASK],"['List', 'the', '[MASK]', 'where', 'both', 'the', 'secretary', 'of', ""'Treasury'"", '[MASK]', 'and', 'the', 'secretary', 'of', ""'Homeland"", ""Security'"", 'were', '[MASK]']",SELECT T3.born_state FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T1.name  =  'Treasury' INTERSECT SELECT T3.born_state FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T1.name  =  'Homeland Security',"['department', 'head', 'management', 'head_id', 'born_state', 'department_id', 'name']","[('department', 'T1'), ('head', 'T3'), ('management', 'T2')]","['head_id', 'born_state', 'department_id', 'name']","intersect,as,join,from,select,where",True,"['intersect', 'as', 'join']",0.75,1.0
1681,1681,Show all artist names who didn't have an exhibition in 2004.,Show all [MASK] [MASK] who didn't have an [MASK] in 2004.,"['Show', 'all', '[MASK]', '[MASK]', 'who', ""didn't"", 'have', 'an', '[MASK]', 'in', '2004.']",SELECT name FROM artist EXCEPT SELECT T2.name FROM exhibition AS T1 JOIN artist AS T2 ON T1.artist_id  =  T2.artist_id WHERE T1.year  =  2004,"['artist', 'exhibition', 'artist', 'artist_id', 'year', 'name']","[('artist', 'T2'), ('exhibition', 'T1'), ('artist', '')]","['artist_id', 'year', 'name']","as,except,join,where,select,from",True,"['as', 'except', 'join', 'where']",1.0,1.0
